,age_group,sex,ethnicity,region,class
32347,C02A,C04A,C12D,C13J,N
32348,C02D,C04B,C12A,C13H,N
32349,C02C,C04A,C12A,C13K,N
32350,C02B,C04A,C12B,C13C,N
32351,C02D,C04B,C12A,C13L,N
32352,C02D,C04A,C12D,C13B,N
32353,C02B,C04B,C12B,C13B,N
32354,C02D,C04B,C12A,C13B,N
32355,C02B,C04A,C12A,C13B,N
32356,C02C,C04B,C12A,C13J,N
32357,C02A,C04A,C12B,C13I,N
32358,C02A,C04A,C12D,C13B,N
32359,C02B,C04B,C12B,C13C,N
32360,C02B,C04B,C12A,C13E,N
32361,C02C,C04A,C12A,C13D,N
32362,C02B,C04A,C12A,C13K,N
32363,C02A,C04B,C12A,C13B,N
32364,C02B,C04B,C12A,C13J,N
32365,C02C,C04A,C12A,C13B,N
32366,C02B,C04B,C12A,C13B,N
32367,C02B,C04B,C12A,C13C,N
32368,C02D,C04A,C12A,C13C,N
32369,C02D,C04A,C12A,C13B,N
32370,C02C,C04B,C12A,C13K,N
32371,C02D,C04A,C12A,C13B,N
32372,C02B,C04A,C12D,C13B,Y
32373,C02A,C04B,C12A,C13D,N
32374,C02B,C04A,C12A,C13B,Y
32375,C02A,C04B,C12B,C13B,N
32376,C02A,C04B,C12A,C13J,N
32377,C02B,C04A,C12C,C13J,Y
32378,C02D,C04B,C12A,C13K,N
32379,C02B,C04A,C12A,C13B,N
32380,C02B,C04B,C12A,C13I,Y
32381,C02C,C04B,C12B,C13K,N
32382,C02B,C04B,C12A,C13C,N
32383,C02B,C04A,C12A,C13J,N
32384,C02D,C04A,C12B,C13H,N
32385,C02C,C04B,C12A,C13H,N
32386,C02D,C04B,C12A,C13A,N
32387,C02D,C04A,C12A,C13C,N
32388,C02C,C04A,C12B,C13L,Y
32389,C02D,C04B,C12A,C13J,N
32390,C02B,C04A,C12A,C13B,N
32391,C02B,C04A,C12A,C13E,Y
32392,C02C,C04A,C12D,C13K,N
32393,C02B,C04A,C12B,C13L,N
32394,C02B,C04A,C12A,C13B,N
32395,C02A,C04B,C12A,C13B,N
32396,C02C,C04B,C12A,C13H,N
32397,C02C,C04B,C12A,C13H,N
32398,C02B,C04A,C12A,C13L,N
32399,C02B,C04B,C12C,C13H,N
32400,C02C,C04B,C12A,C13B,N
32401,C02B,C04A,C12A,C13G,N
32402,C02C,C04B,C12B,C13B,N
32403,C02B,C04B,C12A,C13H,N
32404,C02B,C04A,C12A,C13G,N
32405,C02C,C04A,C12A,C13D,N
32406,C02A,C04B,C12C,C13B,N
32407,C02D,C04B,C12D,C13H,N
32408,C02C,C04A,C12A,C13B,N
32409,C02C,C04B,C12D,C13B,N
32410,C02C,C04B,C12B,C13J,N
32411,C02C,C04B,C12A,C13C,N
32412,C02D,C04A,C12A,C13E,N
32413,C02D,C04B,C12A,C13J,N
32414,C02A,C04A,C12A,C13D,N
32415,C02A,C04B,C12B,C13B,N
32416,C02A,C04B,C12A,C13I,N
32417,C02D,C04B,C12A,C13A,N
32418,C02B,C04B,C12A,C13K,N
32419,C02A,C04A,C12A,C13B,N
32420,C02B,C04B,C12A,C13E,N
32421,C02B,C04A,C12A,C13C,N
32422,C02D,C04A,C12A,C13G,N
32423,C02B,C04A,C12A,C13D,Y
32424,C02D,C04A,C12A,C13B,N
32425,C02A,C04A,C12A,C13C,N
32426,C02B,C04B,C12A,C13H,N
32427,C02B,C04B,C12A,C13L,Y
32428,C02A,C04A,C12A,C13B,Y
32429,C02D,C04B,C12A,C13J,N
32430,C02B,C04A,C12A,C13C,N
32431,C02A,C04B,C12C,C13C,N
32432,C02D,C04B,C12A,C13D,N
32433,C02B,C04B,C12A,C13D,N
32434,C02C,C04B,C12A,C13B,N
32435,C02D,C04A,C12A,C13B,N
32436,C02C,C04B,C12A,C13B,N
32437,C02D,C04A,C12A,C13C,N
32438,C02D,C04B,C12C,C13B,Y
32439,C02D,C04B,C12D,C13H,N
32440,C02B,C04B,C12A,C13D,N
32441,C02A,C04B,C12A,C13B,N
32442,C02B,C04A,C12A,C13E,N
32443,C02B,C04A,C12D,C13B,N
32444,C02A,C04B,C12A,C13C,N
32445,C02C,C04A,C12A,C13J,N
32446,C02C,C04B,C12B,C13E,Y
32447,C02C,C04B,C12A,C13B,N
32448,C02C,C04A,C12A,C13H,Y
32449,C02C,C04B,C12A,C13H,N
32450,C02D,C04B,C12A,C13B,N
32451,C02C,C04A,C12C,C13B,N
32452,C02C,C04B,C12A,C13A,N
32453,C02C,C04A,C12A,C13C,Y
32454,C02C,C04B,C12A,C13B,N
32455,C02A,C04A,C12C,C13C,Y
32456,C02D,C04A,C12A,C13J,N
32457,C02C,C04B,C12D,C13I,N
32458,C02D,C04B,C12A,C13E,N
32459,C02A,C04A,C12D,C13A,N
32460,C02D,C04A,C12B,C13B,N
32461,C02C,C04B,C12A,C13E,Y
32462,C02C,C04B,C12A,C13K,N
32463,C02A,C04A,C12B,C13D,Y
32464,C02D,C04B,C12A,C13B,N
32465,C02D,C04A,C12A,C13C,N
32466,C02C,C04B,C12A,C13J,N
32467,C02A,C04A,C12A,C13E,Y
32468,C02B,C04B,C12A,C13C,N
32469,C02B,C04B,C12A,C13D,N
32470,C02B,C04B,C12A,C13F,N
32471,C02B,C04B,C12A,C13J,N
32472,C02C,C04A,C12D,C13J,N
32473,C02A,C04A,C12D,C13B,N
32474,C02B,C04A,C12B,C13H,N
32475,C02A,C04A,C12A,C13J,N
32476,C02B,C04A,C12A,C13J,N
32477,C02A,C04A,C12A,C13B,N
32478,C02B,C04B,C12A,C13L,N
32479,C02D,C04A,C12D,C13E,N
32480,C02C,C04B,C12A,C13B,Y
32481,C02C,C04B,C12A,C13B,N
32482,C02A,C04B,C12A,C13J,N
32483,C02B,C04B,C12A,C13C,N
32484,C02C,C04B,C12D,C13G,N
32485,C02B,C04B,C12B,C13H,Y
32486,C02C,C04B,C12A,C13B,N
32487,C02C,C04A,C12C,C13B,N
32488,C02A,C04A,C12A,C13H,Y
32489,C02C,C04A,C12A,C13B,N
32490,C02A,C04B,C12B,C13E,N
32491,C02A,C04A,C12D,C13B,N
32492,C02C,C04B,C12B,C13H,N
32493,C02D,C04B,C12A,C13L,N
32494,C02B,C04A,C12A,C13B,N
32495,C02B,C04B,C12B,C13L,N
32496,C02C,C04A,C12D,C13D,N
32497,C02B,C04B,C12D,C13B,N
32498,C02C,C04B,C12A,C13E,N
32499,C02C,C04A,C12A,C13E,N
32500,C02C,C04B,C12B,C13B,N
32501,C02D,C04A,C12A,C13J,N
32502,C02C,C04A,C12C,C13C,N
32503,C02B,C04B,C12A,C13B,Y
32504,C02B,C04A,C12D,C13B,N
32505,C02D,C04B,C12B,C13B,N
32506,C02B,C04A,C12A,C13K,N
32507,C02C,C04B,C12A,C13F,N
32508,C02A,C04B,C12A,C13B,N
32509,C02A,C04A,C12D,C13F,N
32510,C02B,C04A,C12B,C13B,N
32511,C02C,C04B,C12A,C13C,N
32512,C02C,C04B,C12A,C13J,N
32513,C02B,C04A,C12A,C13G,Y
32514,C02B,C04B,C12A,C13G,N
32515,C02C,C04A,C12B,C13B,N
32516,C02D,C04B,C12D,C13E,N
32517,C02D,C04A,C12A,C13B,N
32518,C02A,C04B,C12A,C13B,N
32519,C02C,C04A,C12A,C13D,N
32520,C02A,C04B,C12A,C13H,N
32521,C02A,C04B,C12A,C13J,N
32522,C02C,C04B,C12B,C13G,N
32523,C02B,C04A,C12A,C13D,Y
32524,C02C,C04B,C12A,C13E,N
32525,C02B,C04A,C12D,C13B,N
32526,C02B,C04B,C12B,C13B,N
32527,C02B,C04B,C12C,C13G,N
32528,C02D,C04A,C12A,C13H,Y
32529,C02C,C04B,C12A,C13B,Y
32530,C02A,C04B,C12A,C13J,Y
32531,C02D,C04A,C12A,C13C,N
32532,C02D,C04A,C12A,C13B,N
32533,C02D,C04B,C12A,C13B,N
32534,C02C,C04B,C12A,C13I,N
32535,C02C,C04B,C12A,C13C,N
32536,C02A,C04B,C12A,C13H,N
32537,C02C,C04A,C12A,C13E,N
32538,C02C,C04A,C12D,C13H,N
32539,C02D,C04B,C12D,C13I,N
32540,C02B,C04B,C12B,C13B,N
32541,C02C,C04A,C12A,C13G,N
32542,C02D,C04B,C12A,C13L,Y
32543,C02C,C04A,C12A,C13C,N
32544,C02B,C04B,C12A,C13E,N
32545,C02B,C04A,C12B,C13G,N
32546,C02C,C04B,C12A,C13J,N
32547,C02D,C04A,C12A,C13C,N
32548,C02D,C04B,C12B,C13B,N
32549,C02C,C04B,C12C,C13B,Y
32550,C02A,C04A,C12A,C13B,N
32551,C02D,C04B,C12A,C13G,N
32552,C02C,C04B,C12A,C13H,N
32553,C02C,C04A,C12A,C13K,N
32554,C02A,C04B,C12A,C13B,N
32555,C02B,C04A,C12A,C13B,N
32556,C02D,C04B,C12A,C13D,N
32557,C02D,C04A,C12A,C13H,Y
32558,C02B,C04A,C12D,C13B,N
32559,C02D,C04B,C12A,C13J,N
32560,C02B,C04B,C12A,C13B,N
32561,C02B,C04A,C12A,C13E,N
32562,C02C,C04A,C12A,C13B,Y
32563,C02C,C04B,C12A,C13A,N
32564,C02B,C04B,C12A,C13C,N
32565,C02B,C04B,C12A,C13K,N
32566,C02B,C04A,C12A,C13J,N
32567,C02D,C04B,C12A,C13D,N
32568,C02C,C04A,C12A,C13B,N
32569,C02B,C04B,C12D,C13B,N
32570,C02B,C04B,C12A,C13B,N
32571,C02D,C04A,C12A,C13A,N
32572,C02B,C04A,C12A,C13B,N
32573,C02B,C04B,C12D,C13H,Y
32574,C02B,C04A,C12D,C13B,Y
32575,C02A,C04B,C12A,C13F,N
32576,C02D,C04A,C12A,C13B,N
32577,C02A,C04A,C12A,C13H,N
32578,C02C,C04A,C12D,C13B,N
32579,C02B,C04A,C12A,C13I,N
32580,C02C,C04B,C12B,C13H,N
32581,C02B,C04A,C12D,C13E,N
32582,C02A,C04B,C12A,C13B,N
32583,C02B,C04B,C12D,C13K,N
32584,C02B,C04A,C12B,C13J,N
32585,C02B,C04B,C12A,C13J,N
32586,C02D,C04A,C12A,C13B,N
32587,C02D,C04A,C12D,C13B,N
32588,C02B,C04B,C12A,C13B,N
32589,C02B,C04B,C12A,C13G,Y
32590,C02D,C04B,C12A,C13B,N
32591,C02A,C04A,C12A,C13B,N
32592,C02C,C04B,C12A,C13B,N
32593,C02D,C04B,C12A,C13K,N
32594,C02B,C04B,C12A,C13J,N
32595,C02C,C04B,C12A,C13C,N
32596,C02A,C04B,C12D,C13B,N
32597,C02C,C04B,C12D,C13B,N
32598,C02D,C04B,C12B,C13J,Y
32599,C02A,C04A,C12A,C13L,N
32600,C02B,C04A,C12A,C13D,N
32601,C02C,C04A,C12A,C13J,N
32602,C02C,C04A,C12A,C13B,N
32603,C02B,C04B,C12C,C13G,N
32604,C02B,C04B,C12D,C13B,N
32605,C02B,C04A,C12B,C13J,N
32606,C02C,C04B,C12C,C13A,Y
32607,C02C,C04B,C12A,C13L,Y
32608,C02A,C04B,C12A,C13L,N
32609,C02D,C04B,C12C,C13J,N
32610,C02C,C04A,C12D,C13B,N
32611,C02B,C04A,C12A,C13A,N
32612,C02C,C04B,C12A,C13B,N
32613,C02B,C04B,C12A,C13B,N
32614,C02B,C04A,C12A,C13A,N
32615,C02D,C04A,C12B,C13C,N
32616,C02A,C04A,C12A,C13D,N
32617,C02C,C04A,C12A,C13B,N
32618,C02B,C04B,C12C,C13C,N
32619,C02B,C04B,C12A,C13L,N
32620,C02C,C04A,C12A,C13B,N
32621,C02B,C04B,C12A,C13B,N
32622,C02B,C04A,C12A,C13E,N
32623,C02C,C04B,C12A,C13H,N
32624,C02C,C04A,C12A,C13H,N
32625,C02A,C04B,C12A,C13B,N
32626,C02D,C04A,C12A,C13J,N
32627,C02A,C04A,C12D,C13I,N
32628,C02B,C04A,C12D,C13H,N
32629,C02C,C04B,C12B,C13L,Y
32630,C02A,C04B,C12A,C13J,N
32631,C02B,C04A,C12D,C13H,Y
32632,C02A,C04B,C12B,C13B,N
32633,C02A,C04A,C12A,C13K,N
32634,C02B,C04B,C12A,C13H,N
32635,C02A,C04A,C12A,C13D,N
32636,C02A,C04A,C12A,C13J,Y
32637,C02B,C04B,C12A,C13E,N
32638,C02D,C04B,C12D,C13G,N
32639,C02B,C04A,C12A,C13B,N
32640,C02C,C04A,C12A,C13J,N
32641,C02D,C04A,C12B,C13H,N
32642,C02C,C04B,C12A,C13B,N
32643,C02A,C04B,C12A,C13I,N
32644,C02C,C04A,C12C,C13J,N
32645,C02D,C04A,C12B,C13J,Y
32646,C02D,C04A,C12D,C13D,N
32647,C02A,C04B,C12A,C13H,N
32648,C02B,C04A,C12A,C13C,Y
32649,C02C,C04B,C12B,C13H,N
32650,C02C,C04B,C12A,C13B,Y
32651,C02B,C04A,C12B,C13B,N
32652,C02A,C04B,C12A,C13C,N
32653,C02B,C04B,C12A,C13B,N
32654,C02A,C04B,C12A,C13G,N
32655,C02B,C04A,C12A,C13B,N
32656,C02C,C04B,C12A,C13C,N
32657,C02C,C04B,C12A,C13B,N
32658,C02A,C04A,C12A,C13B,N
32659,C02D,C04B,C12A,C13H,N
32660,C02C,C04A,C12A,C13H,N
32661,C02D,C04A,C12A,C13B,N
32662,C02D,C04B,C12A,C13J,N
32663,C02C,C04B,C12A,C13D,N
32664,C02C,C04A,C12D,C13C,Y
32665,C02C,C04B,C12C,C13H,N
32666,C02A,C04A,C12B,C13F,Y
32667,C02C,C04B,C12A,C13D,N
32668,C02C,C04B,C12A,C13E,N
32669,C02C,C04B,C12D,C13E,Y
32670,C02C,C04A,C12D,C13K,N
32671,C02A,C04B,C12A,C13B,N
32672,C02D,C04B,C12D,C13C,N
32673,C02D,C04A,C12A,C13E,N
32674,C02A,C04B,C12A,C13B,N
32675,C02A,C04A,C12A,C13L,N
32676,C02C,C04B,C12C,C13G,N
32677,C02D,C04A,C12D,C13C,N
32678,C02C,C04B,C12A,C13J,N
32679,C02A,C04A,C12C,C13K,Y
32680,C02C,C04B,C12D,C13C,Y
32681,C02B,C04B,C12A,C13B,N
32682,C02A,C04A,C12A,C13B,N
32683,C02C,C04B,C12A,C13B,Y
32684,C02C,C04A,C12A,C13D,N
32685,C02B,C04A,C12A,C13D,Y
32686,C02D,C04A,C12A,C13H,N
32687,C02B,C04B,C12B,C13J,N
32688,C02B,C04B,C12A,C13C,N
32689,C02C,C04A,C12A,C13B,N
32690,C02C,C04A,C12D,C13C,N
32691,C02C,C04A,C12A,C13H,Y
32692,C02B,C04B,C12A,C13C,N
32693,C02C,C04A,C12A,C13J,N
32694,C02B,C04B,C12A,C13B,Y
32695,C02B,C04B,C12A,C13H,Y
32696,C02D,C04B,C12A,C13J,Y
32697,C02A,C04A,C12A,C13K,Y
32698,C02B,C04B,C12A,C13E,N
32699,C02A,C04B,C12A,C13J,N
32700,C02B,C04B,C12B,C13H,Y
32701,C02B,C04A,C12A,C13E,Y
32702,C02C,C04A,C12A,C13I,N
32703,C02A,C04A,C12A,C13B,N
32704,C02C,C04A,C12B,C13C,Y
32705,C02C,C04B,C12A,C13H,N
32706,C02A,C04A,C12A,C13A,N
32707,C02A,C04B,C12C,C13H,Y
32708,C02C,C04A,C12A,C13C,N
32709,C02B,C04B,C12A,C13B,N
32710,C02D,C04B,C12C,C13B,N
32711,C02D,C04A,C12A,C13H,N
32712,C02A,C04B,C12A,C13B,Y
32713,C02C,C04B,C12B,C13B,N
32714,C02D,C04B,C12A,C13B,N
32715,C02A,C04A,C12A,C13J,N
32716,C02C,C04A,C12A,C13J,N
32717,C02B,C04A,C12D,C13E,N
32718,C02B,C04A,C12B,C13A,N
32719,C02A,C04B,C12A,C13D,N
32720,C02C,C04B,C12A,C13H,N
32721,C02A,C04B,C12A,C13C,N
32722,C02C,C04B,C12A,C13B,N
32723,C02B,C04A,C12A,C13H,N
32724,C02D,C04B,C12A,C13J,N
32725,C02C,C04A,C12A,C13B,N
32726,C02A,C04A,C12A,C13J,N
32727,C02A,C04B,C12D,C13K,N
32728,C02D,C04B,C12A,C13H,N
32729,C02C,C04A,C12B,C13C,N
32730,C02D,C04B,C12A,C13I,N
32731,C02C,C04B,C12A,C13B,Y
32732,C02D,C04B,C12A,C13B,N
32733,C02D,C04A,C12A,C13B,N
32734,C02C,C04A,C12B,C13H,N
32735,C02B,C04A,C12B,C13B,N
32736,C02A,C04A,C12A,C13C,Y
32737,C02C,C04A,C12A,C13J,N
32738,C02C,C04A,C12A,C13H,Y
32739,C02D,C04B,C12B,C13J,N
32740,C02C,C04A,C12B,C13G,N
32741,C02B,C04B,C12A,C13G,N
32742,C02A,C04B,C12A,C13H,N
32743,C02C,C04B,C12A,C13B,Y
32744,C02B,C04A,C12C,C13B,N
32745,C02A,C04B,C12A,C13G,N
32746,C02B,C04A,C12A,C13B,N
32747,C02C,C04A,C12A,C13B,N
32748,C02D,C04B,C12A,C13D,N
32749,C02C,C04B,C12A,C13B,N
32750,C02C,C04B,C12A,C13B,N
32751,C02A,C04B,C12B,C13H,N
32752,C02C,C04B,C12D,C13E,N
32753,C02A,C04B,C12A,C13B,Y
32754,C02C,C04B,C12A,C13B,N
32755,C02C,C04A,C12B,C13G,N
32756,C02C,C04B,C12A,C13B,Y
32757,C02B,C04B,C12A,C13B,N
32758,C02D,C04B,C12B,C13B,Y
32759,C02D,C04A,C12A,C13J,Y
32760,C02B,C04A,C12A,C13A,N
32761,C02A,C04A,C12A,C13K,N
32762,C02C,C04B,C12B,C13B,Y
32763,C02D,C04A,C12A,C13B,N
32764,C02D,C04A,C12B,C13B,N
32765,C02B,C04B,C12A,C13E,N
32766,C02B,C04A,C12D,C13G,N
32767,C02C,C04B,C12A,C13G,Y
32768,C02B,C04A,C12A,C13B,N
32769,C02D,C04A,C12A,C13H,N
32770,C02A,C04A,C12C,C13B,N
32771,C02A,C04A,C12A,C13E,N
32772,C02B,C04B,C12A,C13J,Y
32773,C02C,C04B,C12A,C13B,N
32774,C02C,C04B,C12A,C13J,N
32775,C02A,C04B,C12A,C13H,N
32776,C02D,C04A,C12A,C13I,N
32777,C02A,C04A,C12B,C13L,N
32778,C02B,C04B,C12A,C13C,N
32779,C02A,C04B,C12B,C13I,N
32780,C02B,C04A,C12B,C13J,N
32781,C02B,C04B,C12A,C13L,N
32782,C02B,C04A,C12A,C13B,N
32783,C02C,C04A,C12A,C13B,N
32784,C02B,C04B,C12D,C13B,N
32785,C02C,C04B,C12A,C13G,Y
32786,C02C,C04B,C12A,C13J,N
32787,C02D,C04A,C12A,C13H,N
32788,C02C,C04B,C12D,C13C,N
32789,C02C,C04B,C12A,C13B,N
32790,C02B,C04B,C12A,C13G,N
32791,C02C,C04B,C12A,C13H,N
32792,C02A,C04B,C12B,C13C,N
32793,C02B,C04B,C12A,C13J,N
32794,C02C,C04A,C12A,C13D,Y
32795,C02B,C04B,C12A,C13K,Y
32796,C02D,C04B,C12C,C13K,N
32797,C02C,C04A,C12D,C13B,Y
32798,C02B,C04A,C12A,C13J,N
32799,C02C,C04A,C12A,C13B,N
32800,C02D,C04A,C12A,C13F,N
32801,C02D,C04B,C12A,C13B,N
32802,C02C,C04B,C12A,C13J,N
32803,C02A,C04B,C12A,C13B,N
32804,C02B,C04A,C12B,C13G,N
32805,C02C,C04A,C12B,C13C,N
32806,C02A,C04A,C12A,C13K,N
32807,C02A,C04A,C12A,C13B,N
32808,C02C,C04A,C12A,C13E,N
32809,C02C,C04B,C12A,C13B,N
32810,C02A,C04B,C12A,C13J,N
32811,C02B,C04B,C12A,C13I,Y
32812,C02B,C04A,C12A,C13D,N
32813,C02B,C04A,C12A,C13J,N
32814,C02A,C04B,C12A,C13H,N
32815,C02B,C04A,C12B,C13I,N
32816,C02D,C04B,C12C,C13L,N
32817,C02C,C04B,C12A,C13B,N
32818,C02B,C04B,C12A,C13C,N
32819,C02C,C04A,C12A,C13B,N
32820,C02B,C04B,C12D,C13B,N
32821,C02B,C04B,C12D,C13I,Y
32822,C02A,C04A,C12B,C13B,N
32823,C02D,C04B,C12A,C13B,N
32824,C02C,C04B,C12A,C13H,Y
32825,C02A,C04B,C12A,C13I,N
32826,C02D,C04B,C12D,C13I,N
32827,C02D,C04A,C12B,C13B,N
32828,C02B,C04A,C12A,C13H,N
32829,C02B,C04B,C12B,C13H,N
32830,C02D,C04A,C12A,C13H,N
32831,C02C,C04B,C12A,C13J,N
32832,C02C,C04B,C12A,C13I,N
32833,C02C,C04B,C12D,C13C,N
32834,C02D,C04B,C12A,C13L,N
32835,C02B,C04B,C12A,C13J,N
32836,C02B,C04A,C12D,C13H,Y
32837,C02D,C04B,C12A,C13G,Y
32838,C02D,C04A,C12D,C13H,N
32839,C02D,C04A,C12A,C13B,N
32840,C02C,C04A,C12A,C13D,N
32841,C02C,C04B,C12A,C13H,N
32842,C02B,C04A,C12A,C13C,N
32843,C02D,C04B,C12A,C13B,N
32844,C02B,C04A,C12B,C13G,N
32845,C02A,C04B,C12A,C13B,N
32846,C02B,C04A,C12D,C13I,N
32847,C02C,C04A,C12A,C13B,N
32848,C02D,C04B,C12A,C13B,N
32849,C02B,C04B,C12A,C13B,N
32850,C02A,C04A,C12A,C13J,N
32851,C02A,C04B,C12A,C13B,N
32852,C02B,C04B,C12D,C13H,N
32853,C02B,C04A,C12A,C13C,N
32854,C02C,C04A,C12B,C13F,N
32855,C02B,C04A,C12A,C13I,N
32856,C02B,C04B,C12A,C13H,N
32857,C02B,C04A,C12A,C13C,N
32858,C02A,C04A,C12A,C13H,N
32859,C02B,C04A,C12A,C13B,N
32860,C02B,C04B,C12C,C13I,N
32861,C02D,C04B,C12A,C13J,N
32862,C02B,C04B,C12D,C13B,N
32863,C02B,C04B,C12A,C13B,N
32864,C02B,C04B,C12A,C13J,N
32865,C02C,C04B,C12A,C13J,N
32866,C02B,C04A,C12A,C13B,N
32867,C02A,C04B,C12A,C13B,N
32868,C02C,C04B,C12A,C13H,N
32869,C02C,C04B,C12A,C13E,N
32870,C02D,C04B,C12D,C13B,N
32871,C02C,C04A,C12B,C13I,N
32872,C02B,C04A,C12A,C13G,Y
32873,C02D,C04B,C12A,C13B,N
32874,C02C,C04B,C12A,C13C,N
32875,C02A,C04B,C12C,C13B,Y
32876,C02B,C04B,C12A,C13L,N
32877,C02C,C04B,C12A,C13H,N
32878,C02B,C04B,C12B,C13G,N
32879,C02B,C04B,C12A,C13H,N
32880,C02A,C04A,C12A,C13B,N
32881,C02D,C04B,C12D,C13A,N
32882,C02D,C04B,C12A,C13H,N
32883,C02B,C04B,C12A,C13E,N
32884,C02D,C04B,C12A,C13H,N
32885,C02C,C04A,C12A,C13I,Y
32886,C02D,C04A,C12A,C13E,N
32887,C02C,C04A,C12A,C13B,N
32888,C02D,C04B,C12A,C13H,N
32889,C02B,C04B,C12A,C13E,N
32890,C02A,C04B,C12D,C13J,Y
32891,C02B,C04A,C12C,C13H,N
32892,C02C,C04B,C12A,C13B,N
32893,C02A,C04A,C12D,C13J,N
32894,C02D,C04B,C12B,C13H,N
32895,C02B,C04B,C12A,C13J,N
32896,C02B,C04A,C12A,C13J,N
32897,C02D,C04A,C12A,C13B,N
32898,C02C,C04B,C12B,C13H,N
32899,C02C,C04A,C12B,C13B,N
32900,C02C,C04B,C12A,C13H,N
32901,C02B,C04A,C12C,C13B,Y
32902,C02C,C04A,C12A,C13B,N
32903,C02A,C04B,C12A,C13B,N
32904,C02C,C04B,C12A,C13B,N
32905,C02D,C04B,C12A,C13H,N
32906,C02D,C04B,C12A,C13J,N
32907,C02B,C04A,C12A,C13H,Y
32908,C02A,C04A,C12A,C13E,N
32909,C02A,C04A,C12A,C13K,N
32910,C02B,C04A,C12A,C13F,N
32911,C02B,C04A,C12A,C13B,N
32912,C02C,C04A,C12B,C13D,N
32913,C02A,C04A,C12A,C13C,N
32914,C02C,C04B,C12D,C13D,Y
32915,C02C,C04B,C12C,C13L,N
32916,C02C,C04A,C12A,C13I,N
32917,C02C,C04B,C12A,C13L,Y
32918,C02D,C04B,C12A,C13C,Y
32919,C02C,C04B,C12D,C13H,N
32920,C02D,C04B,C12A,C13D,N
32921,C02B,C04A,C12A,C13I,N
32922,C02C,C04A,C12A,C13E,N
32923,C02C,C04B,C12A,C13J,N
32924,C02B,C04B,C12B,C13A,N
32925,C02A,C04A,C12A,C13B,Y
32926,C02A,C04B,C12B,C13J,N
32927,C02C,C04A,C12A,C13J,Y
32928,C02B,C04A,C12A,C13B,N
32929,C02B,C04A,C12D,C13J,N
32930,C02C,C04B,C12D,C13D,N
32931,C02C,C04B,C12A,C13K,N
32932,C02C,C04B,C12B,C13J,N
32933,C02C,C04A,C12A,C13B,N
32934,C02D,C04A,C12A,C13B,N
32935,C02D,C04A,C12C,C13I,Y
32936,C02C,C04B,C12A,C13K,N
32937,C02C,C04A,C12A,C13H,N
32938,C02B,C04A,C12A,C13B,N
32939,C02B,C04A,C12B,C13K,N
32940,C02B,C04B,C12A,C13J,N
32941,C02D,C04A,C12A,C13D,N
32942,C02B,C04A,C12A,C13B,N
32943,C02D,C04B,C12A,C13C,N
32944,C02A,C04B,C12D,C13J,Y
32945,C02C,C04B,C12A,C13J,N
32946,C02A,C04B,C12A,C13C,N
32947,C02B,C04A,C12A,C13B,N
32948,C02D,C04A,C12D,C13H,N
32949,C02C,C04A,C12A,C13H,N
32950,C02C,C04A,C12A,C13B,Y
32951,C02D,C04A,C12A,C13I,Y
32952,C02C,C04A,C12A,C13I,N
32953,C02C,C04A,C12A,C13G,N
32954,C02A,C04A,C12A,C13D,N
32955,C02C,C04A,C12A,C13J,N
32956,C02C,C04B,C12A,C13C,N
32957,C02B,C04B,C12A,C13C,N
32958,C02D,C04B,C12A,C13B,Y
32959,C02B,C04A,C12A,C13B,Y
32960,C02A,C04A,C12A,C13B,N
32961,C02A,C04A,C12A,C13D,N
32962,C02D,C04B,C12A,C13B,N
32963,C02B,C04A,C12C,C13B,N
32964,C02C,C04B,C12B,C13J,N
32965,C02B,C04A,C12A,C13C,N
32966,C02A,C04B,C12A,C13C,N
32967,C02A,C04A,C12A,C13F,N
32968,C02D,C04A,C12A,C13J,N
32969,C02B,C04A,C12A,C13K,Y
32970,C02C,C04B,C12A,C13E,Y
32971,C02C,C04A,C12A,C13K,N
32972,C02A,C04A,C12A,C13B,N
32973,C02A,C04A,C12A,C13B,N
32974,C02D,C04A,C12A,C13J,N
32975,C02C,C04B,C12A,C13I,Y
32976,C02A,C04A,C12D,C13C,N
32977,C02C,C04A,C12C,C13E,Y
32978,C02C,C04B,C12D,C13G,Y
32979,C02D,C04B,C12A,C13D,N
32980,C02A,C04B,C12A,C13J,N
32981,C02D,C04A,C12A,C13B,N
32982,C02C,C04B,C12A,C13G,N
32983,C02C,C04B,C12B,C13E,N
32984,C02B,C04B,C12A,C13A,N
32985,C02D,C04B,C12D,C13B,Y
32986,C02A,C04A,C12A,C13G,N
32987,C02A,C04B,C12A,C13G,N
32988,C02D,C04A,C12A,C13D,N
32989,C02A,C04A,C12A,C13L,N
32990,C02D,C04B,C12A,C13B,N
32991,C02C,C04A,C12C,C13C,N
32992,C02C,C04A,C12A,C13G,N
32993,C02B,C04B,C12D,C13D,N
32994,C02D,C04B,C12A,C13D,N
32995,C02B,C04B,C12A,C13D,N
32996,C02B,C04B,C12A,C13H,N
32997,C02B,C04A,C12D,C13D,Y
32998,C02D,C04B,C12A,C13B,Y
32999,C02A,C04A,C12A,C13I,N
33000,C02C,C04B,C12A,C13B,Y
33001,C02C,C04B,C12A,C13A,N
33002,C02A,C04B,C12A,C13B,Y
33003,C02D,C04A,C12A,C13I,N
33004,C02C,C04B,C12A,C13B,N
33005,C02A,C04B,C12A,C13B,N
33006,C02B,C04A,C12D,C13G,N
