,age_group,sex,class
31581,C02D,C04B,N
31582,C02C,C04B,Y
31583,C02C,C04A,N
31584,C02D,C04B,N
31585,C02C,C04B,N
31586,C02B,C04A,N
31587,C02A,C04A,N
31588,C02C,C04A,Y
31589,C02C,C04B,N
31590,C02B,C04B,N
31591,C02D,C04B,N
31592,C02D,C04A,N
31593,C02A,C04B,N
31594,C02B,C04B,N
31595,C02D,C04A,N
31596,C02C,C04B,Y
31597,C02D,C04A,N
31598,C02A,C04B,N
31599,C02D,C04A,N
31600,C02B,C04B,N
31601,C02A,C04B,N
31602,C02B,C04A,Y
31603,C02D,C04B,N
31604,C02D,C04A,N
31605,C02A,C04A,Y
31606,C02A,C04A,N
31607,C02B,C04A,N
31608,C02C,C04A,N
31609,C02B,C04A,N
31610,C02B,C04B,N
31611,C02D,C04A,N
31612,C02C,C04A,N
31613,C02D,C04A,N
31614,C02D,C04B,N
31615,C02C,C04A,Y
31616,C02A,C04A,N
31617,C02C,C04A,N
31618,C02B,C04A,N
31619,C02B,C04A,N
31620,C02C,C04A,N
31621,C02B,C04A,N
31622,C02D,C04B,N
31623,C02C,C04B,Y
31624,C02A,C04A,N
31625,C02B,C04A,Y
31626,C02B,C04B,Y
31627,C02C,C04A,N
31628,C02B,C04A,N
31629,C02C,C04B,Y
31630,C02C,C04A,N
31631,C02C,C04A,N
31632,C02B,C04B,N
31633,C02B,C04B,N
31634,C02C,C04A,N
31635,C02B,C04B,N
31636,C02A,C04B,N
31637,C02C,C04A,N
31638,C02D,C04B,N
31639,C02B,C04A,N
31640,C02B,C04B,N
31641,C02A,C04B,Y
31642,C02B,C04A,N
31643,C02B,C04A,N
31644,C02C,C04A,N
31645,C02A,C04B,N
31646,C02B,C04B,N
31647,C02B,C04B,N
31648,C02C,C04A,Y
31649,C02A,C04A,Y
31650,C02C,C04B,N
31651,C02D,C04B,N
31652,C02C,C04B,N
31653,C02B,C04B,N
31654,C02B,C04A,Y
31655,C02C,C04B,N
31656,C02B,C04A,N
31657,C02C,C04B,N
31658,C02A,C04B,N
31659,C02C,C04A,N
31660,C02B,C04A,N
31661,C02B,C04B,Y
31662,C02D,C04A,N
31663,C02C,C04A,N
31664,C02A,C04B,Y
31665,C02A,C04B,N
31666,C02C,C04A,N
31667,C02C,C04B,N
31668,C02C,C04A,N
31669,C02B,C04B,N
31670,C02D,C04B,N
31671,C02D,C04B,N
31672,C02C,C04A,N
31673,C02B,C04B,N
31674,C02A,C04B,Y
31675,C02B,C04B,N
31676,C02C,C04A,N
31677,C02B,C04A,Y
31678,C02D,C04A,N
31679,C02D,C04A,N
31680,C02B,C04A,N
31681,C02A,C04B,N
31682,C02C,C04A,N
31683,C02B,C04A,N
31684,C02B,C04B,N
31685,C02B,C04B,N
31686,C02C,C04A,N
31687,C02B,C04B,Y
31688,C02B,C04B,N
31689,C02D,C04A,N
31690,C02C,C04A,N
31691,C02C,C04A,N
31692,C02D,C04A,N
31693,C02A,C04A,N
31694,C02C,C04A,N
31695,C02C,C04A,N
31696,C02C,C04A,Y
31697,C02C,C04A,N
31698,C02A,C04A,N
31699,C02B,C04B,N
31700,C02B,C04B,Y
31701,C02B,C04B,N
31702,C02D,C04A,N
31703,C02A,C04B,N
31704,C02C,C04B,N
31705,C02A,C04B,N
31706,C02B,C04B,N
31707,C02C,C04B,N
31708,C02B,C04A,Y
31709,C02B,C04A,N
31710,C02C,C04A,N
31711,C02B,C04B,N
31712,C02B,C04B,N
31713,C02B,C04A,Y
31714,C02C,C04B,N
31715,C02B,C04A,N
31716,C02D,C04B,N
31717,C02D,C04A,N
31718,C02A,C04B,N
31719,C02C,C04B,N
31720,C02D,C04A,N
31721,C02D,C04A,N
31722,C02B,C04B,Y
31723,C02C,C04B,N
31724,C02C,C04A,N
31725,C02C,C04B,N
31726,C02B,C04B,N
31727,C02A,C04A,Y
31728,C02D,C04B,N
31729,C02C,C04A,N
31730,C02B,C04B,N
31731,C02B,C04B,N
31732,C02C,C04A,N
31733,C02C,C04B,N
31734,C02A,C04A,Y
31735,C02B,C04B,N
31736,C02C,C04A,Y
31737,C02B,C04A,N
31738,C02A,C04A,N
31739,C02C,C04B,N
31740,C02B,C04B,Y
31741,C02B,C04B,N
31742,C02B,C04A,N
31743,C02D,C04A,N
31744,C02C,C04A,N
31745,C02C,C04B,N
31746,C02B,C04B,Y
31747,C02A,C04B,N
31748,C02D,C04B,N
31749,C02B,C04B,N
31750,C02B,C04B,N
31751,C02B,C04A,N
31752,C02C,C04B,N
31753,C02B,C04A,N
31754,C02B,C04B,N
31755,C02B,C04B,N
31756,C02B,C04B,N
31757,C02A,C04A,N
31758,C02B,C04B,N
31759,C02D,C04B,N
31760,C02C,C04B,N
31761,C02B,C04B,N
31762,C02B,C04B,N
31763,C02B,C04A,N
31764,C02C,C04A,N
31765,C02C,C04A,Y
31766,C02B,C04A,N
31767,C02C,C04B,Y
31768,C02B,C04B,N
31769,C02A,C04B,N
31770,C02A,C04B,N
31771,C02B,C04B,Y
31772,C02B,C04B,N
31773,C02B,C04B,N
31774,C02C,C04B,N
31775,C02B,C04A,N
31776,C02A,C04A,N
31777,C02C,C04A,N
31778,C02B,C04A,Y
31779,C02B,C04B,N
31780,C02B,C04A,Y
31781,C02B,C04B,Y
31782,C02B,C04A,Y
31783,C02D,C04B,N
31784,C02A,C04B,Y
31785,C02D,C04B,Y
31786,C02B,C04B,N
31787,C02D,C04A,N
31788,C02B,C04B,Y
31789,C02D,C04B,N
31790,C02C,C04A,Y
31791,C02D,C04B,Y
31792,C02C,C04B,Y
31793,C02C,C04B,N
31794,C02C,C04A,N
31795,C02C,C04A,N
31796,C02A,C04B,N
31797,C02C,C04A,N
31798,C02C,C04A,N
31799,C02C,C04A,Y
31800,C02B,C04B,N
31801,C02D,C04B,N
31802,C02C,C04A,N
31803,C02D,C04A,N
31804,C02C,C04B,N
31805,C02D,C04B,N
31806,C02C,C04A,N
31807,C02A,C04B,N
31808,C02D,C04A,N
31809,C02A,C04B,N
31810,C02A,C04B,Y
31811,C02B,C04A,N
31812,C02C,C04A,Y
31813,C02C,C04A,N
31814,C02C,C04B,Y
31815,C02B,C04B,N
31816,C02B,C04A,Y
31817,C02C,C04B,N
31818,C02D,C04B,N
31819,C02B,C04B,N
31820,C02A,C04A,N
31821,C02D,C04B,N
31822,C02C,C04B,Y
31823,C02D,C04A,N
31824,C02C,C04A,N
31825,C02A,C04A,N
31826,C02C,C04B,N
31827,C02B,C04A,N
31828,C02B,C04A,N
31829,C02D,C04B,Y
31830,C02C,C04A,N
31831,C02B,C04B,N
31832,C02B,C04B,N
31833,C02A,C04A,N
31834,C02C,C04B,N
31835,C02B,C04B,N
31836,C02B,C04A,N
31837,C02D,C04A,Y
31838,C02B,C04A,N
31839,C02C,C04A,N
31840,C02C,C04A,Y
31841,C02C,C04A,N
31842,C02A,C04A,N
31843,C02B,C04A,N
31844,C02C,C04A,Y
31845,C02B,C04B,N
31846,C02B,C04A,N
31847,C02B,C04A,Y
31848,C02B,C04B,N
31849,C02D,C04A,N
31850,C02D,C04A,N
31851,C02D,C04B,N
31852,C02C,C04B,N
31853,C02A,C04A,N
31854,C02B,C04A,N
31855,C02C,C04A,Y
31856,C02A,C04A,N
31857,C02A,C04A,Y
31858,C02D,C04B,N
31859,C02B,C04B,N
31860,C02B,C04A,N
31861,C02B,C04A,N
31862,C02C,C04A,Y
31863,C02C,C04A,N
31864,C02B,C04A,Y
31865,C02D,C04B,Y
31866,C02C,C04B,N
31867,C02C,C04A,Y
31868,C02C,C04A,N
31869,C02D,C04B,N
31870,C02C,C04B,N
31871,C02B,C04A,N
31872,C02C,C04A,Y
31873,C02B,C04A,N
31874,C02D,C04A,N
31875,C02C,C04A,N
31876,C02C,C04B,N
31877,C02C,C04B,N
31878,C02B,C04B,N
31879,C02C,C04A,N
31880,C02B,C04B,N
31881,C02D,C04A,Y
31882,C02D,C04B,N
31883,C02A,C04A,N
31884,C02C,C04B,N
31885,C02B,C04B,N
31886,C02B,C04A,N
31887,C02B,C04A,N
31888,C02B,C04B,N
31889,C02B,C04B,N
31890,C02D,C04A,N
31891,C02C,C04B,N
31892,C02D,C04A,N
31893,C02C,C04A,N
31894,C02A,C04B,N
31895,C02D,C04B,N
31896,C02D,C04B,Y
31897,C02C,C04B,N
31898,C02B,C04B,N
31899,C02C,C04A,N
31900,C02C,C04B,N
31901,C02C,C04A,N
31902,C02A,C04A,Y
31903,C02A,C04A,N
31904,C02D,C04B,N
31905,C02D,C04A,Y
31906,C02B,C04B,N
31907,C02C,C04A,N
31908,C02B,C04A,N
31909,C02B,C04B,N
31910,C02B,C04B,N
31911,C02B,C04B,N
31912,C02D,C04A,N
31913,C02A,C04B,Y
31914,C02D,C04A,N
31915,C02B,C04A,N
31916,C02C,C04A,N
31917,C02A,C04B,N
31918,C02D,C04B,N
31919,C02B,C04A,Y
31920,C02A,C04A,N
31921,C02A,C04B,N
31922,C02B,C04B,N
31923,C02C,C04A,N
31924,C02B,C04B,N
31925,C02B,C04B,N
31926,C02B,C04B,N
31927,C02C,C04B,N
31928,C02A,C04A,N
31929,C02C,C04A,N
31930,C02B,C04B,N
31931,C02C,C04B,N
31932,C02B,C04B,N
31933,C02C,C04A,N
31934,C02A,C04B,N
31935,C02D,C04B,Y
31936,C02B,C04A,N
31937,C02B,C04A,N
31938,C02A,C04B,Y
31939,C02B,C04A,N
31940,C02B,C04B,N
31941,C02C,C04B,N
31942,C02A,C04A,N
31943,C02C,C04A,N
31944,C02A,C04A,Y
31945,C02B,C04B,Y
31946,C02C,C04B,N
31947,C02D,C04A,N
31948,C02D,C04A,Y
31949,C02B,C04A,N
31950,C02C,C04B,N
31951,C02B,C04B,N
31952,C02D,C04A,N
31953,C02C,C04B,N
31954,C02A,C04B,N
31955,C02C,C04A,N
31956,C02B,C04B,N
31957,C02D,C04A,N
31958,C02B,C04A,N
31959,C02C,C04A,N
31960,C02B,C04B,N
31961,C02B,C04B,Y
31962,C02A,C04A,Y
31963,C02B,C04A,Y
31964,C02B,C04B,N
31965,C02C,C04B,N
31966,C02B,C04B,Y
31967,C02A,C04A,N
31968,C02C,C04B,N
31969,C02D,C04B,N
31970,C02D,C04A,N
31971,C02D,C04B,N
31972,C02C,C04A,N
31973,C02D,C04A,N
31974,C02B,C04A,Y
31975,C02D,C04A,N
31976,C02A,C04A,N
31977,C02B,C04A,N
31978,C02B,C04A,N
31979,C02C,C04B,Y
31980,C02B,C04A,N
31981,C02B,C04A,N
31982,C02C,C04B,N
31983,C02B,C04A,N
31984,C02A,C04B,N
31985,C02B,C04A,N
31986,C02C,C04A,N
31987,C02C,C04B,Y
31988,C02C,C04A,N
31989,C02A,C04B,Y
31990,C02C,C04B,N
31991,C02B,C04A,N
31992,C02C,C04B,N
31993,C02C,C04A,Y
31994,C02B,C04B,Y
31995,C02D,C04B,N
31996,C02B,C04B,Y
31997,C02C,C04B,Y
31998,C02C,C04B,N
31999,C02A,C04A,N
32000,C02C,C04A,N
32001,C02D,C04A,N
32002,C02C,C04B,N
32003,C02A,C04B,N
32004,C02C,C04B,N
32005,C02D,C04B,Y
32006,C02D,C04B,N
32007,C02C,C04A,Y
32008,C02C,C04B,N
32009,C02C,C04A,N
32010,C02B,C04B,N
32011,C02C,C04A,N
32012,C02B,C04B,Y
32013,C02B,C04A,N
32014,C02A,C04A,Y
32015,C02C,C04A,N
32016,C02B,C04B,N
32017,C02B,C04B,N
32018,C02A,C04A,N
32019,C02A,C04A,N
32020,C02B,C04A,N
32021,C02B,C04B,Y
32022,C02D,C04A,N
32023,C02B,C04A,N
32024,C02D,C04A,N
32025,C02A,C04B,N
32026,C02C,C04A,N
32027,C02C,C04A,Y
32028,C02D,C04B,N
32029,C02B,C04A,N
32030,C02B,C04A,N
32031,C02C,C04B,N
32032,C02C,C04A,N
32033,C02B,C04B,Y
32034,C02C,C04B,Y
32035,C02B,C04B,N
32036,C02C,C04A,N
32037,C02C,C04A,N
32038,C02B,C04A,N
32039,C02D,C04A,N
32040,C02A,C04A,N
32041,C02C,C04B,Y
32042,C02B,C04B,N
32043,C02A,C04A,N
32044,C02C,C04B,N
32045,C02B,C04B,Y
32046,C02B,C04A,N
32047,C02C,C04B,N
32048,C02C,C04A,N
32049,C02A,C04A,N
32050,C02A,C04B,N
32051,C02D,C04A,N
32052,C02B,C04A,N
32053,C02A,C04A,N
32054,C02C,C04B,N
32055,C02B,C04A,N
32056,C02B,C04B,N
32057,C02B,C04B,N
32058,C02C,C04B,Y
32059,C02A,C04A,N
32060,C02C,C04B,N
32061,C02A,C04A,N
32062,C02C,C04B,N
32063,C02D,C04B,N
32064,C02B,C04B,N
32065,C02B,C04B,N
32066,C02B,C04B,N
32067,C02B,C04B,N
32068,C02B,C04B,N
32069,C02B,C04A,N
32070,C02C,C04B,N
32071,C02B,C04A,N
32072,C02D,C04B,N
32073,C02C,C04B,Y
32074,C02B,C04A,N
32075,C02C,C04B,N
32076,C02D,C04A,N
32077,C02A,C04B,N
32078,C02B,C04A,N
32079,C02B,C04A,N
32080,C02C,C04B,N
32081,C02B,C04B,N
32082,C02A,C04B,Y
32083,C02D,C04A,N
32084,C02D,C04A,N
32085,C02A,C04A,N
32086,C02B,C04B,Y
32087,C02C,C04A,N
32088,C02C,C04B,N
32089,C02B,C04A,N
32090,C02A,C04A,Y
32091,C02D,C04B,N
32092,C02B,C04A,N
32093,C02B,C04A,Y
32094,C02B,C04A,N
32095,C02D,C04B,N
32096,C02C,C04B,Y
32097,C02C,C04B,Y
32098,C02B,C04A,N
32099,C02B,C04B,N
32100,C02D,C04B,N
32101,C02D,C04A,N
32102,C02C,C04A,N
32103,C02B,C04A,Y
32104,C02B,C04B,Y
32105,C02B,C04B,N
32106,C02D,C04A,N
32107,C02D,C04B,N
32108,C02A,C04B,N
32109,C02D,C04B,N
32110,C02D,C04B,N
32111,C02D,C04B,N
32112,C02A,C04A,N
32113,C02C,C04A,N
32114,C02B,C04A,N
32115,C02C,C04B,N
32116,C02A,C04A,Y
32117,C02B,C04B,Y
32118,C02D,C04A,N
32119,C02B,C04A,N
32120,C02D,C04A,Y
32121,C02C,C04B,N
32122,C02C,C04A,N
32123,C02A,C04B,N
32124,C02D,C04B,N
32125,C02C,C04A,N
32126,C02A,C04A,N
32127,C02A,C04A,Y
32128,C02A,C04A,N
32129,C02B,C04B,N
32130,C02A,C04A,Y
32131,C02B,C04A,N
32132,C02B,C04B,N
32133,C02D,C04B,N
32134,C02B,C04B,N
32135,C02A,C04B,N
32136,C02B,C04A,N
32137,C02C,C04A,N
32138,C02C,C04A,Y
32139,C02B,C04A,N
32140,C02D,C04B,N
32141,C02B,C04B,N
32142,C02C,C04A,N
32143,C02C,C04A,Y
32144,C02C,C04B,N
32145,C02C,C04B,N
32146,C02D,C04A,N
32147,C02C,C04A,N
32148,C02B,C04A,N
32149,C02B,C04A,Y
32150,C02B,C04A,N
32151,C02A,C04A,N
32152,C02A,C04B,N
32153,C02A,C04B,N
32154,C02C,C04B,N
32155,C02A,C04B,N
32156,C02B,C04A,N
32157,C02B,C04B,N
32158,C02C,C04B,N
32159,C02D,C04B,N
32160,C02D,C04B,N
32161,C02B,C04A,N
32162,C02D,C04B,N
32163,C02A,C04A,N
32164,C02A,C04A,N
32165,C02B,C04B,Y
32166,C02B,C04B,N
32167,C02D,C04B,N
32168,C02C,C04B,N
32169,C02B,C04B,N
32170,C02A,C04A,N
32171,C02C,C04A,N
32172,C02B,C04A,Y
32173,C02A,C04B,N
32174,C02B,C04A,N
32175,C02C,C04B,N
32176,C02A,C04A,Y
32177,C02D,C04B,Y
32178,C02C,C04A,Y
32179,C02A,C04A,N
32180,C02A,C04A,N
32181,C02A,C04B,N
32182,C02B,C04A,N
32183,C02B,C04B,N
32184,C02B,C04A,N
32185,C02D,C04A,Y
32186,C02D,C04B,N
32187,C02C,C04A,N
32188,C02C,C04B,Y
32189,C02D,C04A,N
32190,C02C,C04B,N
32191,C02D,C04A,N
32192,C02B,C04A,N
32193,C02A,C04B,N
32194,C02B,C04B,N
32195,C02B,C04B,Y
32196,C02A,C04A,N
32197,C02C,C04A,N
32198,C02C,C04A,N
32199,C02B,C04B,N
32200,C02D,C04B,Y
32201,C02B,C04B,N
32202,C02D,C04B,N
32203,C02B,C04B,N
32204,C02C,C04B,N
32205,C02D,C04A,N
32206,C02D,C04B,N
32207,C02A,C04B,N
32208,C02C,C04A,N
32209,C02B,C04B,N
32210,C02D,C04A,N
32211,C02D,C04A,N
32212,C02C,C04B,N
32213,C02B,C04B,N
32214,C02C,C04A,N
32215,C02C,C04A,N
32216,C02B,C04A,N
32217,C02B,C04A,N
32218,C02A,C04A,N
32219,C02C,C04B,N
32220,C02B,C04B,N
32221,C02C,C04B,N
32222,C02B,C04B,N
32223,C02D,C04B,N
32224,C02D,C04A,N
32225,C02B,C04A,Y
32226,C02C,C04B,N
32227,C02D,C04A,Y
32228,C02C,C04B,N
32229,C02B,C04A,Y
32230,C02C,C04B,N
32231,C02A,C04B,N
32232,C02B,C04B,N
32233,C02C,C04B,N
32234,C02B,C04B,N
32235,C02C,C04A,N
32236,C02B,C04B,N
32237,C02B,C04B,N
32238,C02D,C04B,N
32239,C02A,C04A,N
32240,C02D,C04A,N
32241,C02A,C04A,N
32242,C02A,C04A,N
32243,C02B,C04A,N
32244,C02B,C04B,N
32245,C02C,C04A,N
32246,C02B,C04B,N
32247,C02A,C04A,N
32248,C02B,C04B,N
32249,C02A,C04B,N
32250,C02B,C04A,N
32251,C02A,C04B,Y
32252,C02C,C04B,N
32253,C02C,C04A,N
32254,C02D,C04A,N
32255,C02C,C04B,N
32256,C02D,C04B,N
32257,C02A,C04B,N
32258,C02B,C04A,N
32259,C02B,C04A,N
32260,C02C,C04A,N
32261,C02B,C04A,N
32262,C02C,C04B,N
32263,C02C,C04A,N
32264,C02D,C04B,N
32265,C02C,C04B,N
32266,C02C,C04B,N
32267,C02A,C04A,Y
32268,C02A,C04B,N
32269,C02D,C04A,N
32270,C02A,C04A,N
32271,C02B,C04A,N
32272,C02B,C04A,N
32273,C02C,C04B,N
32274,C02D,C04A,N
32275,C02B,C04B,Y
32276,C02D,C04B,N
32277,C02B,C04A,N
32278,C02B,C04A,N
32279,C02C,C04A,N
32280,C02C,C04B,N
32281,C02A,C04A,N
32282,C02C,C04B,N
32283,C02C,C04A,N
32284,C02C,C04A,N
32285,C02D,C04B,N
32286,C02B,C04B,Y
32287,C02C,C04A,N
32288,C02C,C04A,N
32289,C02C,C04B,N
32290,C02A,C04A,N
32291,C02D,C04A,Y
32292,C02C,C04B,N
32293,C02D,C04B,N
32294,C02C,C04A,N
32295,C02B,C04B,N
32296,C02B,C04B,N
32297,C02C,C04B,Y
32298,C02A,C04B,N
32299,C02C,C04B,N
32300,C02A,C04B,N
32301,C02C,C04B,N
32302,C02B,C04A,N
32303,C02B,C04B,N
32304,C02A,C04A,N
32305,C02B,C04B,N
32306,C02A,C04A,N
32307,C02B,C04A,Y
32308,C02C,C04A,N
32309,C02B,C04A,N
32310,C02C,C04A,N
32311,C02C,C04A,N
32312,C02A,C04B,N
32313,C02D,C04A,N
32314,C02B,C04B,N
32315,C02C,C04A,N
32316,C02D,C04B,Y
32317,C02D,C04B,Y
32318,C02A,C04A,N
32319,C02B,C04A,N
32320,C02A,C04B,N
32321,C02C,C04B,N
32322,C02D,C04A,Y
32323,C02D,C04B,Y
32324,C02C,C04A,N
32325,C02B,C04B,N
32326,C02A,C04B,Y
32327,C02B,C04B,Y
32328,C02B,C04B,N
32329,C02C,C04B,N
32330,C02D,C04B,N
32331,C02C,C04A,Y
32332,C02C,C04A,N
32333,C02B,C04A,N
32334,C02C,C04B,N
32335,C02B,C04B,N
32336,C02C,C04A,N
32337,C02C,C04B,N
32338,C02C,C04B,N
32339,C02D,C04A,N
32340,C02B,C04B,Y
32341,C02C,C04A,Y
32342,C02A,C04B,Y
32343,C02B,C04B,N
32344,C02A,C04A,N
32345,C02B,C04B,N
32346,C02D,C04B,N
32347,C02B,C04B,N
32348,C02B,C04B,N
32349,C02A,C04B,N
32350,C02D,C04A,N
32351,C02C,C04B,N
32352,C02A,C04A,N
32353,C02C,C04A,N
32354,C02A,C04A,N
32355,C02B,C04A,Y
32356,C02C,C04B,N
32357,C02B,C04A,Y
32358,C02B,C04B,N
32359,C02B,C04A,Y
32360,C02D,C04A,N
32361,C02B,C04A,N
32362,C02C,C04B,N
32363,C02C,C04B,N
32364,C02D,C04B,N
32365,C02B,C04B,N
32366,C02A,C04B,N
32367,C02B,C04B,N
32368,C02B,C04A,N
32369,C02C,C04A,N
32370,C02D,C04A,N
32371,C02C,C04B,N
32372,C02D,C04A,N
32373,C02C,C04A,N
32374,C02B,C04B,N
32375,C02D,C04A,N
32376,C02C,C04B,N
32377,C02B,C04B,N
32378,C02B,C04A,N
32379,C02D,C04B,N
32380,C02B,C04A,N
32381,C02B,C04B,N
32382,C02D,C04B,N
32383,C02C,C04A,N
32384,C02B,C04B,Y
32385,C02D,C04B,N
32386,C02B,C04B,N
32387,C02C,C04B,N
32388,C02A,C04A,N
32389,C02C,C04A,Y
32390,C02A,C04A,N
32391,C02B,C04A,N
32392,C02C,C04B,N
32393,C02D,C04A,N
32394,C02B,C04B,N
32395,C02D,C04B,N
32396,C02C,C04A,N
32397,C02C,C04A,N
32398,C02C,C04A,N
32399,C02C,C04B,N
32400,C02D,C04A,Y
32401,C02C,C04A,Y
32402,C02B,C04A,N
32403,C02D,C04A,N
32404,C02B,C04A,Y
32405,C02D,C04B,N
32406,C02A,C04A,N
32407,C02C,C04B,N
32408,C02B,C04B,N
32409,C02C,C04B,N
32410,C02C,C04B,N
32411,C02A,C04B,N
32412,C02A,C04A,N
32413,C02D,C04B,N
32414,C02C,C04A,Y
32415,C02D,C04B,Y
32416,C02B,C04A,N
32417,C02B,C04A,N
32418,C02A,C04B,Y
32419,C02D,C04A,N
32420,C02B,C04A,N
32421,C02A,C04B,N
32422,C02B,C04A,Y
32423,C02B,C04A,N
32424,C02C,C04B,N
32425,C02D,C04B,N
32426,C02B,C04A,N
32427,C02B,C04B,N
32428,C02B,C04B,N
32429,C02B,C04B,Y
32430,C02C,C04B,Y
32431,C02C,C04B,N
32432,C02C,C04B,Y
32433,C02A,C04A,N
32434,C02A,C04B,N
32435,C02D,C04B,N
32436,C02C,C04B,N
32437,C02B,C04B,N
32438,C02C,C04B,N
32439,C02C,C04A,N
32440,C02A,C04B,N
32441,C02B,C04B,N
32442,C02B,C04A,Y
32443,C02D,C04A,Y
32444,C02C,C04A,N
32445,C02A,C04B,N
32446,C02B,C04A,N
32447,C02C,C04B,N
32448,C02C,C04B,N
32449,C02A,C04B,N
32450,C02B,C04B,Y
32451,C02B,C04B,N
32452,C02A,C04A,N
32453,C02C,C04B,N
32454,C02A,C04B,N
32455,C02D,C04B,Y
32456,C02B,C04B,Y
32457,C02D,C04B,N
32458,C02C,C04B,N
32459,C02C,C04A,Y
32460,C02C,C04A,N
32461,C02B,C04A,N
32462,C02C,C04B,Y
32463,C02B,C04A,N
32464,C02C,C04A,N
32465,C02D,C04B,N
32466,C02D,C04A,N
32467,C02C,C04A,N
32468,C02C,C04A,N
32469,C02B,C04A,N
32470,C02B,C04B,N
32471,C02D,C04A,N
32472,C02C,C04B,N
32473,C02C,C04B,N
32474,C02C,C04B,N
32475,C02B,C04A,N
32476,C02C,C04B,Y
32477,C02A,C04B,N
32478,C02B,C04A,N
32479,C02B,C04B,N
32480,C02D,C04B,N
32481,C02B,C04B,N
32482,C02B,C04B,N
32483,C02A,C04B,N
32484,C02B,C04B,N
32485,C02B,C04A,N
32486,C02C,C04A,N
32487,C02B,C04A,N
32488,C02A,C04B,N
32489,C02B,C04B,N
32490,C02D,C04A,N
32491,C02B,C04A,N
32492,C02B,C04A,N
32493,C02B,C04B,N
32494,C02C,C04B,N
32495,C02B,C04B,N
32496,C02D,C04A,N
32497,C02A,C04A,N
32498,C02B,C04A,N
32499,C02A,C04B,N
32500,C02C,C04B,N
32501,C02C,C04B,N
32502,C02B,C04B,Y
32503,C02A,C04A,N
32504,C02B,C04B,N
32505,C02D,C04B,N
32506,C02C,C04A,N
32507,C02C,C04A,N
32508,C02C,C04A,N
32509,C02C,C04A,Y
32510,C02B,C04B,N
32511,C02C,C04B,N
32512,C02C,C04A,N
32513,C02D,C04B,N
32514,C02A,C04A,N
32515,C02C,C04A,Y
32516,C02A,C04B,N
32517,C02D,C04B,N
32518,C02A,C04A,N
32519,C02C,C04B,N
32520,C02C,C04B,N
32521,C02B,C04B,N
32522,C02D,C04B,N
32523,C02D,C04A,N
32524,C02B,C04A,N
32525,C02C,C04B,Y
32526,C02C,C04A,N
32527,C02C,C04A,N
32528,C02B,C04B,N
32529,C02C,C04B,N
32530,C02C,C04A,N
32531,C02C,C04A,N
32532,C02A,C04B,N
32533,C02B,C04B,N
32534,C02A,C04B,Y
32535,C02C,C04B,N
32536,C02C,C04B,Y
32537,C02C,C04B,N
32538,C02C,C04A,N
32539,C02D,C04A,Y
32540,C02C,C04A,Y
32541,C02A,C04A,N
32542,C02B,C04B,N
32543,C02B,C04B,N
32544,C02B,C04A,N
32545,C02B,C04B,N
32546,C02D,C04B,N
32547,C02B,C04A,N
32548,C02C,C04B,N
32549,C02B,C04A,N
32550,C02B,C04A,N
32551,C02D,C04A,N
32552,C02A,C04B,N
32553,C02B,C04A,Y
32554,C02B,C04B,N
32555,C02C,C04A,N
32556,C02B,C04A,Y
32557,C02A,C04A,N
32558,C02D,C04A,N
32559,C02C,C04A,N
32560,C02B,C04A,Y
32561,C02B,C04B,N
32562,C02C,C04B,N
32563,C02B,C04A,Y
32564,C02A,C04A,N
32565,C02C,C04B,N
32566,C02D,C04A,N
32567,C02C,C04A,Y
32568,C02C,C04A,N
32569,C02B,C04B,N
32570,C02C,C04B,N
32571,C02A,C04A,N
32572,C02C,C04B,N
32573,C02C,C04B,N
32574,C02B,C04A,N
32575,C02C,C04B,N
32576,C02A,C04A,N
32577,C02C,C04B,N
32578,C02B,C04B,N
32579,C02B,C04B,N
32580,C02A,C04B,N
32581,C02A,C04B,N
32582,C02A,C04B,N
32583,C02B,C04B,N
32584,C02C,C04B,Y
32585,C02A,C04B,Y
32586,C02D,C04A,N
32587,C02B,C04B,N
32588,C02B,C04A,Y
32589,C02C,C04A,N
32590,C02C,C04B,N
32591,C02D,C04B,Y
32592,C02B,C04A,N
32593,C02A,C04B,N
32594,C02B,C04A,N
32595,C02D,C04B,N
32596,C02D,C04B,N
32597,C02B,C04B,N
32598,C02D,C04A,N
32599,C02A,C04B,N
32600,C02B,C04A,N
32601,C02A,C04B,N
32602,C02D,C04A,N
32603,C02B,C04A,N
32604,C02A,C04A,N
32605,C02B,C04A,N
32606,C02A,C04B,N
32607,C02B,C04B,Y
32608,C02B,C04A,N
32609,C02D,C04A,Y
32610,C02B,C04B,N
32611,C02A,C04B,N
32612,C02B,C04B,Y
32613,C02B,C04A,N
32614,C02D,C04B,N
32615,C02C,C04A,N
32616,C02D,C04B,N
32617,C02D,C04A,N
32618,C02A,C04B,N
32619,C02C,C04B,N
32620,C02B,C04B,N
32621,C02A,C04B,Y
32622,C02C,C04A,N
32623,C02D,C04B,N
32624,C02C,C04B,Y
32625,C02B,C04A,N
32626,C02C,C04B,N
32627,C02D,C04A,N
32628,C02C,C04B,N
32629,C02C,C04A,N
32630,C02B,C04B,Y
32631,C02B,C04B,N
32632,C02C,C04A,N
32633,C02C,C04B,N
32634,C02A,C04A,N
32635,C02B,C04B,N
32636,C02C,C04A,N
32637,C02D,C04A,N
32638,C02D,C04B,Y
32639,C02C,C04A,N
32640,C02D,C04A,N
32641,C02A,C04B,N
